city,area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa (R$),populacao_estimada,rent amount (R$)
Rio de Janeiro,80,2,1,1,14,1,0,1009,6730729,680
São Paulo,224,3,4,2,9,1,0,3300,11904961,6000
São Paulo,93,2,1,2,19,0,0,1300,11904961,6800
São Paulo,45,1,1,0,0,0,0,0,11904961,1050
São Paulo,120,3,2,1,5,1,0,1700,11904961,2500
Campinas,73,3,2,2,5,1,1,762,1187974,2000
São Paulo,50,2,1,1,1,0,0,520,11904961,1600
São Paulo,136,4,3,1,3,1,0,1800,11904961,4200
São Paulo,235,3,4,4,2,1,1,1950,11904961,15000
São Paulo,400,4,6,1,8,0,0,3355,11904961,4000
São Paulo,220,3,3,3,0,1,1,0,11904961,2800
Rio de Janeiro,82,2,2,1,5,1,0,820,6730729,2000
São Paulo,100,3,3,2,1,1,0,1200,11904961,2800
São Paulo,250,4,4,4,15,1,0,2600,11904961,15000
Belo Horizonte,90,2,3,1,4,1,0,600,2415872,3760
São Paulo,47,1,1,0,0,0,0,100,11904961,1000
São Paulo,35,1,1,0,7,0,0,411,11904961,1080
Rio de Janeiro,150,2,1,0,2,1,0,450,6730729,1500
São Paulo,69,2,1,0,10,1,1,1880,11904961,7540
São Paulo,62,2,2,2,4,1,0,720,11904961,1720
São Paulo,100,2,2,0,0,1,0,0,11904961,2500
São Paulo,300,3,5,3,9,1,1,4000,11904961,5780
São Paulo,160,3,3,1,1,1,0,2800,11904961,4500
Campinas,55,1,1,1,7,0,0,200,1187974,2000
São Paulo,61,2,1,1,11,0,1,2065,11904961,3300
São Paulo,70,2,1,1,12,1,0,1400,11904961,3000
Campinas,308,3,3,4,0,1,0,0,1187974,4700
Rio de Janeiro,230,3,3,1,8,1,1,1800,6730729,10500
São Paulo,51,2,1,1,4,1,0,455,11904961,2500
São Paulo,58,2,2,1,3,1,0,400,11904961,2300
São Paulo,76,2,1,1,12,0,1,906,11904961,4250
São Paulo,236,4,5,4,7,1,0,3500,11904961,10000
São Paulo,86,2,2,2,4,1,0,622,11904961,1950
São Paulo,100,3,3,2,11,1,1,1035,11904961,4062
Porto Alegre,54,2,1,0,4,1,0,260,1388794,1100
São Paulo,22,1,1,0,11,0,1,400,11904961,1956
São Paulo,600,3,2,2,0,1,0,0,11904961,7500
Rio de Janeiro,68,2,2,0,1,1,0,851,6730729,1830
Belo Horizonte,55,1,1,0,0,1,0,0,2415872,895
São Paulo,205,4,4,0,14,1,0,3050,11904961,9800
São Paulo,60,2,1,1,8,1,0,950,11904961,1980
São Paulo,171,4,5,4,4,1,0,1900,11904961,8000
Belo Horizonte,100,2,1,1,0,1,0,0,2415872,1000
São Paulo,71,2,2,1,0,1,0,250,11904961,1830
São Paulo,69,2,1,1,5,1,0,550,11904961,1600
Rio de Janeiro,15,1,1,0,0,1,0,50,6730729,700
São Paulo,90,3,3,1,11,1,0,1347,11904961,4650
Rio de Janeiro,80,2,2,0,4,1,0,800,6730729,4100
Rio de Janeiro,84,2,1,0,2,1,0,420,6730729,1700
São Paulo,834,5,5,7,0,0,0,0,11904961,10500
São Paulo,269,4,3,4,8,1,0,2300,11904961,5000
Porto Alegre,43,1,1,1,18,1,1,600,1388794,3300
São Paulo,70,3,2,3,10,1,1,813,11904961,2300
Porto Alegre,336,2,2,2,2,1,1,4106,1388794,5556
Campinas,76,3,2,1,4,1,0,547,1187974,950
Rio de Janeiro,280,3,3,1,4,1,0,1400,6730729,2190
São Paulo,290,4,4,2,6,1,1,3200,11904961,7800
São Paulo,200,4,3,3,6,1,0,2600,11904961,5000
São Paulo,130,2,2,0,6,1,0,1343,11904961,3974
São Paulo,70,3,2,1,3,1,0,1087,11904961,3700
São Paulo,22,1,1,0,6,0,1,380,11904961,6000
Rio de Janeiro,80,3,2,2,11,1,0,1412,6730729,1358
São Paulo,50,1,1,1,3,1,0,455,11904961,1900
Belo Horizonte,120,3,4,3,8,1,1,2077,2415872,6000
São Paulo,120,2,1,2,7,1,0,660,11904961,1470
Rio de Janeiro,90,3,2,0,3,1,0,1330,6730729,1300
Belo Horizonte,100,3,3,2,6,1,0,1300,2415872,1600
São Paulo,98,4,4,2,23,1,0,930,11904961,2485
Porto Alegre,300,3,2,3,0,1,0,0,1388794,2400
São Paulo,107,4,3,2,1,1,0,830,11904961,3560
São Paulo,33,1,1,1,5,1,1,613,11904961,3700
Belo Horizonte,250,4,3,4,2,1,0,2745,2415872,10000
Belo Horizonte,65,2,2,0,0,0,0,200,2415872,800
São Paulo,150,3,3,2,3,1,0,2177,11904961,3700
Belo Horizonte,97,2,1,0,11,0,0,561,2415872,1633
São Paulo,410,5,7,3,0,1,1,0,11904961,12000
São Paulo,52,1,1,1,15,0,1,1218,11904961,5000
Rio de Janeiro,65,2,2,0,2,1,1,720,6730729,1500
Belo Horizonte,250,4,4,6,7,1,0,300,2415872,8000
Belo Horizonte,256,4,3,2,0,1,0,0,2415872,11000
São Paulo,53,2,2,1,6,0,0,400,11904961,1250
Rio de Janeiro,30,1,1,0,0,0,0,400,6730729,900
Rio de Janeiro,45,2,1,0,5,1,0,400,6730729,700
Rio de Janeiro,44,2,1,0,4,1,0,385,6730729,2650
Belo Horizonte,506,4,5,0,0,1,0,0,2415872,8000
Rio de Janeiro,190,4,3,1,4,1,0,1570,6730729,3500
São Paulo,48,1,1,0,1,0,0,460,11904961,2500
São Paulo,162,3,3,1,8,1,0,2150,11904961,7000
São Paulo,54,2,2,0,13,1,1,2009,11904961,5150
São Paulo,320,4,3,8,0,1,0,0,11904961,2150
São Paulo,60,1,1,1,15,1,1,1000,11904961,5500
São Paulo,194,3,4,4,5,1,0,2600,11904961,12000
Porto Alegre,54,1,1,1,4,0,0,250,1388794,1250
Rio de Janeiro,90,2,2,0,10,1,1,1900,6730729,3500
São Paulo,40,1,1,1,1,0,1,1100,11904961,1600
Belo Horizonte,175,4,4,3,10,1,0,2600,2415872,4700
Porto Alegre,233,4,6,4,0,1,0,0,1388794,14000
São Paulo,800,5,4,6,0,1,1,0,11904961,12000
Belo Horizonte,200,5,4,3,15,1,1,841,2415872,5000
São Paulo,120,4,4,2,5,1,0,2500,11904961,9500
Belo Horizonte,23,1,1,0,1,0,1,200,2415872,900
Porto Alegre,27,1,1,0,9,1,0,200,1388794,750
São Paulo,64,2,2,1,0,0,0,773,11904961,1900
Belo Horizonte,180,4,1,3,0,1,0,0,2415872,5900
São Paulo,241,4,4,3,3,1,0,2851,11904961,5525
Rio de Janeiro,80,2,2,1,4,1,0,1000,6730729,3060
Campinas,20,1,1,0,1,0,0,210,1187974,930
Rio de Janeiro,140,3,3,0,4,1,0,1700,6730729,3800
Rio de Janeiro,160,3,1,0,3,0,0,2450,6730729,4100
São Paulo,45,1,1,0,5,1,0,406,11904961,2700
Porto Alegre,79,2,1,0,0,1,0,448,1388794,1105
Rio de Janeiro,100,3,2,0,8,0,1,1600,6730729,5000
São Paulo,73,1,2,1,18,1,0,912,11904961,3300
São Paulo,36,1,1,2,11,0,1,517,11904961,3000
Porto Alegre,30,1,1,0,5,1,0,300,1388794,545
Rio de Janeiro,180,4,3,1,8,0,1,2900,6730729,12850
Porto Alegre,42,1,1,0,4,1,0,400,1388794,1200
Porto Alegre,60,2,1,0,0,0,0,0,1388794,1500
São Paulo,42,1,1,1,4,1,0,500,11904961,2200
Belo Horizonte,140,4,3,3,8,1,0,1805,2415872,3200
São Paulo,320,4,4,5,0,1,0,0,11904961,15000
Belo Horizonte,120,3,2,1,1,1,0,300,2415872,2100
São Paulo,65,2,2,1,0,0,0,120,11904961,1850
São Paulo,215,3,4,4,0,1,0,0,11904961,10000
São Paulo,52,2,1,0,1,1,0,199,11904961,1000
São Paulo,272,4,4,4,2,1,0,5600,11904961,13000
São Paulo,32,1,1,1,11,0,1,1680,11904961,2200
São Paulo,191,3,3,4,1,1,1,2605,11904961,15000
São Paulo,288,4,5,4,2,1,1,3600,11904961,4800
Campinas,37,1,1,1,7,0,0,415,1187974,825
Belo Horizonte,113,2,2,2,4,1,0,343,2415872,2500
Rio de Janeiro,50,1,1,0,4,1,0,450,6730729,850
São Paulo,53,2,1,1,11,1,0,831,11904961,2622
São Paulo,76,2,2,2,3,1,1,900,11904961,4500
São Paulo,158,3,3,2,1,1,1,2063,11904961,10900
Belo Horizonte,659,5,4,6,0,1,0,0,2415872,11000
São Paulo,180,3,3,1,0,0,0,0,11904961,3000
São Paulo,42,1,1,1,7,1,1,530,11904961,2900
Campinas,89,2,1,1,3,1,0,750,1187974,880
Belo Horizonte,220,4,3,2,4,1,0,345,2415872,3000
São Paulo,90,2,2,0,0,1,0,0,11904961,1700
Rio de Janeiro,280,3,3,3,6,1,0,2500,6730729,4000
São Paulo,40,1,1,0,0,1,0,0,11904961,600
São Paulo,277,3,3,0,11,1,0,2332,11904961,8500
Porto Alegre,70,3,2,1,7,1,0,530,1388794,2300
Campinas,200,2,1,1,0,1,0,0,1187974,1410
Campinas,74,3,2,2,11,1,1,477,1187974,1600
São Paulo,165,3,2,3,7,1,0,1874,11904961,3600
São Paulo,60,2,2,1,10,1,1,1938,11904961,3400
Rio de Janeiro,85,2,1,0,9,1,1,900,6730729,7000
Porto Alegre,56,2,1,0,4,1,0,300,1388794,637
Rio de Janeiro,18,1,1,0,1,0,0,0,6730729,900
São Paulo,175,3,5,1,0,1,0,0,11904961,5900
São Paulo,220,4,2,3,0,1,1,0,11904961,5200
São Paulo,132,3,3,2,1,0,1,2084,11904961,2700
São Paulo,100,1,2,2,1,1,1,2344,11904961,7000
Campinas,415,4,4,6,1,1,0,3900,1187974,9500
Porto Alegre,300,3,5,3,0,1,0,0,1388794,5500
São Paulo,130,3,3,2,0,1,0,0,11904961,6000
São Paulo,300,4,4,1,11,1,0,3000,11904961,7200
Campinas,165,3,2,1,1,1,0,1100,1187974,1800
Campinas,32,1,1,0,9,0,0,300,1187974,600
Belo Horizonte,117,3,1,1,0,1,0,0,2415872,1530
São Paulo,890,5,6,8,0,0,0,0,11904961,11000
Porto Alegre,350,6,5,2,0,0,0,0,1388794,4000
São Paulo,212,3,3,3,9,1,0,4000,11904961,9000
São Paulo,61,2,1,1,1,1,0,609,11904961,1140
Belo Horizonte,62,2,1,1,3,1,0,200,2415872,950
São Paulo,884,5,7,6,8,1,0,9000,11904961,12750
São Paulo,157,3,2,0,7,1,0,1325,11904961,4500
São Paulo,61,1,2,1,9,1,1,866,11904961,5100
São Paulo,50,1,1,0,1,1,0,50,11904961,750
São Paulo,45,1,1,1,0,0,0,0,11904961,1500
Campinas,36,1,1,0,5,1,0,290,1187974,700
São Paulo,216,4,3,0,17,1,1,2250,11904961,8000
São Paulo,485,4,7,7,0,1,0,0,11904961,10900
São Paulo,110,2,2,2,12,1,0,1971,11904961,3800
São Paulo,58,2,1,0,4,0,0,968,11904961,2400
Rio de Janeiro,40,1,1,0,3,1,0,480,6730729,1480
Porto Alegre,30,1,1,1,3,1,0,200,1388794,1110
Belo Horizonte,44,1,1,1,15,1,0,550,2415872,3400
São Paulo,30,1,1,0,1,0,0,350,11904961,550
São Paulo,190,3,2,1,6,1,0,3040,11904961,6800
São Paulo,32,1,1,1,13,1,1,500,11904961,2744
Porto Alegre,79,3,2,2,6,1,1,550,1388794,2300
São Paulo,90,3,3,2,12,0,0,897,11904961,3500
Porto Alegre,61,2,1,0,1,1,0,470,1388794,1200
São Paulo,65,2,1,1,1,1,0,950,11904961,1950
São Paulo,76,2,2,0,1,1,0,909,11904961,5500
Rio de Janeiro,84,3,1,1,1,1,0,600,6730729,1550
São Paulo,60,2,1,1,6,1,0,760,11904961,1790
São Paulo,40,1,1,1,14,0,1,470,11904961,3990
São Paulo,254,3,3,3,11,1,1,4255,11904961,12750
Belo Horizonte,400,4,4,4,0,1,0,0,2415872,4900
São Paulo,35,2,1,0,1,1,0,190,11904961,1290
Rio de Janeiro,76,3,2,1,4,1,0,571,6730729,1800
São Paulo,470,4,4,5,19,1,0,6900,11904961,6741
São Paulo,40,2,1,1,2,1,0,0,11904961,1300
Belo Horizonte,200,3,1,2,0,1,0,0,2415872,1630
Rio de Janeiro,65,2,1,1,4,1,0,677,6730729,1100
São Paulo,97,2,2,0,27,0,1,1100,11904961,10200
São Paulo,113,3,2,2,2,1,0,1300,11904961,4800
São Paulo,300,3,2,2,0,1,0,0,11904961,3210
São Paulo,60,1,1,0,0,1,1,0,11904961,4100
São Paulo,62,2,1,1,8,0,0,735,11904961,1345
São Paulo,400,3,4,4,0,1,1,0,11904961,15000
São Paulo,100,3,3,2,0,1,0,900,11904961,4100
São Paulo,182,3,2,3,12,1,0,2307,11904961,12000
São Paulo,50,2,1,2,9,0,0,640,11904961,2200
São Paulo,50,2,2,1,3,0,0,840,11904961,3700
São Paulo,84,1,2,1,14,1,0,1200,11904961,3353
São Paulo,167,3,3,2,0,1,0,0,11904961,3700
Belo Horizonte,60,2,1,0,0,0,0,0,2415872,1150
Campinas,220,3,1,4,0,0,0,0,1187974,2800
São Paulo,67,2,1,0,3,1,0,230,11904961,1050
Rio de Janeiro,78,2,1,1,8,1,0,999,6730729,1275
Rio de Janeiro,63,2,2,0,2,1,0,1014,6730729,1200
Rio de Janeiro,45,1,1,0,4,0,1,603,6730729,2000
Campinas,151,3,2,3,10,1,1,1400,1187974,2500
Belo Horizonte,90,2,2,0,7,1,0,336,2415872,1250
Belo Horizonte,54,2,1,1,4,1,0,197,2415872,1280
São Paulo,40,1,1,0,0,0,0,0,11904961,1094
Rio de Janeiro,160,2,3,1,14,1,0,1486,6730729,1800
Rio de Janeiro,230,3,3,2,3,1,0,2100,6730729,9000
São Paulo,105,3,2,3,4,1,0,1100,11904961,2530
São Paulo,63,2,1,2,12,1,0,1200,11904961,5500
São Paulo,700,5,7,8,0,1,1,0,11904961,6000
Campinas,80,2,1,1,3,1,0,418,1187974,1000
São Paulo,234,4,3,3,6,1,0,2688,11904961,1920
São Paulo,30,1,1,1,11,0,1,1600,11904961,2900
São Paulo,62,2,1,1,7,1,0,450,11904961,1800
São Paulo,350,3,3,3,0,1,0,0,11904961,30000
São Paulo,125,3,2,0,2,0,0,1551,11904961,2700
Porto Alegre,102,2,1,0,4,1,0,420,1388794,1250
São Paulo,130,3,2,1,0,0,0,0,11904961,2500
São Paulo,151,3,2,1,3,1,1,1842,11904961,5000
Belo Horizonte,82,3,2,2,1,1,0,200,2415872,1200
São Paulo,65,2,1,1,3,1,0,590,11904961,2748
São Paulo,189,3,4,3,8,1,0,2300,11904961,6000
São Paulo,186,3,4,3,2,1,0,1400,11904961,8000
Campinas,650,4,7,5,0,1,0,0,1187974,8000
São Paulo,65,2,2,1,9,1,0,748,11904961,2800
São Paulo,363,3,5,4,10,0,0,4040,11904961,3072
São Paulo,71,3,2,2,10,1,0,680,11904961,2500
Rio de Janeiro,90,2,3,1,3,0,1,1200,6730729,2960
Belo Horizonte,266,4,3,4,0,1,0,0,2415872,4500
São Paulo,200,3,3,2,0,0,0,0,11904961,2800
Porto Alegre,185,3,4,2,0,1,0,164,1388794,2900
São Paulo,138,3,3,2,5,1,1,1112,11904961,5800
Rio de Janeiro,140,3,2,1,1,1,0,1000,6730729,3500
São Paulo,90,1,2,1,12,1,1,1235,11904961,4200
São Paulo,35,1,1,1,0,0,0,60,11904961,1249
Belo Horizonte,25,2,1,0,1,0,0,0,2415872,2200
Belo Horizonte,180,3,3,0,0,1,0,0,2415872,3200
São Paulo,200,3,3,2,7,1,0,3000,11904961,4000
São Paulo,80,2,1,1,13,0,0,937,11904961,2900
Porto Alegre,90,2,1,1,1,1,0,0,1388794,1090
Porto Alegre,170,3,3,2,0,1,0,0,1388794,8000
Campinas,380,3,3,5,0,1,0,1300,1187974,6500
Campinas,76,2,1,0,3,1,0,300,1187974,700
São Paulo,180,3,3,2,16,1,0,2200,11904961,11000
São Paulo,20,1,1,0,0,1,0,0,11904961,2060
São Paulo,90,2,1,0,0,1,0,0,11904961,1800
São Paulo,64,2,1,1,7,1,0,600,11904961,2000
São Paulo,129,3,2,2,6,1,0,1580,11904961,2600
Belo Horizonte,150,4,2,1,2,0,0,580,2415872,1800
Porto Alegre,72,2,1,0,23,1,0,600,1388794,1100
São Paulo,220,3,4,4,13,1,0,3354,11904961,3375
Campinas,42,2,1,1,3,1,0,190,1187974,846
São Paulo,79,1,2,2,25,0,1,800,11904961,5500
São Paulo,110,3,1,0,0,1,0,0,11904961,2000
São Paulo,220,4,4,4,11,0,0,1850,11904961,5500
São Paulo,55,2,1,1,4,1,1,100,11904961,1530
São Paulo,64,2,2,2,7,1,0,875,11904961,3400
São Paulo,143,3,2,3,7,1,0,1100,11904961,4500
Belo Horizonte,360,3,4,4,0,1,0,0,2415872,2700
São Paulo,500,2,2,1,0,1,0,129,11904961,2140
Rio de Janeiro,105,3,2,1,6,1,0,1881,6730729,3200
Rio de Janeiro,137,3,3,1,1,1,1,1180,6730729,2900
São Paulo,53,2,1,1,7,1,0,450,11904961,4000
São Paulo,58,1,1,1,2,1,1,1500,11904961,2800
São Paulo,129,3,2,1,13,0,0,1317,11904961,3100
São Paulo,97,3,1,1,2,1,1,915,11904961,6000
São Paulo,89,2,3,3,9,1,1,1158,11904961,4300
Campinas,480,3,6,4,0,1,0,700,1187974,5400
Campinas,45,1,1,0,7,0,0,506,1187974,500
Porto Alegre,44,1,1,0,3,1,0,330,1388794,1300
São Paulo,105,3,2,1,14,0,0,1130,11904961,3600
São Paulo,192,3,3,2,0,1,0,0,11904961,2750
Rio de Janeiro,450,4,4,2,0,1,0,0,6730729,14000
São Paulo,38,1,1,0,0,1,1,610,11904961,4500
Campinas,63,1,1,0,6,1,1,700,1187974,1280
São Paulo,151,3,3,3,13,1,0,1900,11904961,4000
São Paulo,55,2,1,1,0,1,0,0,11904961,1381
São Paulo,50,2,1,1,1,0,0,765,11904961,2650
Campinas,202,3,2,2,0,1,0,0,1187974,1890
Rio de Janeiro,53,2,1,0,5,1,0,643,6730729,1000
Porto Alegre,80,3,3,0,4,1,0,300,1388794,2200
São Paulo,55,2,1,1,1,1,0,349,11904961,1450
São Paulo,120,4,2,3,6,1,1,950,11904961,2960
São Paulo,396,4,5,7,0,1,0,0,11904961,5500
São Paulo,44,1,1,0,3,1,0,314,11904961,2300
Porto Alegre,147,4,4,2,2,1,0,1100,1388794,1800
São Paulo,290,5,3,3,6,1,0,3800,11904961,4100
São Paulo,270,1,1,0,0,1,0,0,11904961,1400
São Paulo,260,3,2,3,10,1,0,3000,11904961,8500
São Paulo,71,2,1,1,10,1,0,1000,11904961,2900
Belo Horizonte,306,4,3,3,10,1,0,1801,2415872,7900
Campinas,83,2,1,8,0,1,0,0,1187974,4550
São Paulo,89,3,2,1,14,1,0,800,11904961,1760
São Paulo,150,4,2,1,0,1,0,0,11904961,3900
Rio de Janeiro,70,2,1,0,6,0,0,655,6730729,2300
São Paulo,212,4,3,2,17,1,0,2835,11904961,13800
São Paulo,87,3,2,2,17,1,0,1308,11904961,2350
Campinas,86,2,2,1,2,1,0,480,1187974,1190
São Paulo,250,4,2,6,0,1,0,0,11904961,5000
Rio de Janeiro,52,1,1,0,3,1,1,650,6730729,3400
Rio de Janeiro,439,13,4,3,0,1,0,0,6730729,15000
Belo Horizonte,70,3,1,1,3,1,1,250,2415872,1210
São Paulo,51,2,1,1,12,1,0,446,11904961,2200
Campinas,44,1,1,1,2,1,0,525,1187974,850
Campinas,170,3,2,2,0,1,0,0,1187974,1800
Rio de Janeiro,60,2,2,1,12,1,0,840,6730729,1050
São Paulo,136,3,2,2,9,0,0,1650,11904961,6818
São Paulo,34,1,1,1,0,1,0,0,11904961,1350
Belo Horizonte,30,1,1,0,0,0,0,0,2415872,700
Rio de Janeiro,107,3,2,2,4,1,0,1500,6730729,5000
Campinas,140,4,4,2,6,1,0,1700,1187974,3300
Belo Horizonte,58,2,2,2,1,1,0,304,2415872,1700
Belo Horizonte,250,3,4,4,4,1,0,2900,2415872,8075
São Paulo,147,3,3,3,5,1,1,2000,11904961,12000
Belo Horizonte,180,3,2,2,2,1,0,1502,2415872,2300
São Paulo,120,3,4,1,0,0,0,0,11904961,4000
Porto Alegre,27,1,1,0,1,1,0,100,1388794,960
São Paulo,202,4,4,2,7,1,0,1600,11904961,3000
Belo Horizonte,95,3,2,2,3,1,0,350,2415872,2600
São Paulo,62,3,1,1,1,1,0,750,11904961,1100
São Paulo,188,3,4,3,1,1,0,2800,11904961,4800
Campinas,38,1,1,0,5,0,0,440,1187974,892
São Paulo,45,1,1,0,0,0,0,0,11904961,950
São Paulo,150,4,3,2,13,1,0,1200,11904961,3800
São Paulo,76,3,2,2,5,1,1,754,11904961,4500
Belo Horizonte,68,3,1,2,3,1,0,170,2415872,850
São Paulo,166,3,2,2,2,1,0,2124,11904961,7000
Porto Alegre,36,2,1,1,2,1,0,370,1388794,1350
Belo Horizonte,300,4,3,2,10,1,1,900,2415872,5500
São Paulo,350,4,4,4,0,1,0,0,11904961,13000
Belo Horizonte,200,4,3,2,6,1,0,1320,2415872,4500
Porto Alegre,140,3,1,0,8,1,0,900,1388794,2000
São Paulo,60,2,2,1,7,1,1,625,11904961,2750
São Paulo,194,4,6,4,6,0,0,940,11904961,8189
Belo Horizonte,358,4,4,2,8,1,0,2241,2415872,4100
São Paulo,199,2,3,3,1,0,1,2000,11904961,12500
Rio de Janeiro,130,3,2,1,2,1,0,1272,6730729,2750
São Paulo,70,1,1,1,8,0,1,800,11904961,3110
São Paulo,170,3,5,3,10,1,1,1648,11904961,3480
Rio de Janeiro,60,2,1,1,10,1,0,594,6730729,810
São Paulo,48,1,1,1,9,0,1,925,11904961,4300
São Paulo,70,2,1,0,0,1,0,0,11904961,1550
São Paulo,75,1,1,2,2,1,0,460,11904961,2500
Belo Horizonte,216,5,2,2,0,1,0,0,2415872,4500
São Paulo,167,3,3,3,4,1,0,2334,11904961,1670
São Paulo,92,3,1,0,1,0,1,150,11904961,1700
São Paulo,48,2,1,1,10,1,0,370,11904961,1610
São Paulo,300,6,6,4,0,1,0,0,11904961,4700
Campinas,245,4,3,2,9,1,0,2100,1187974,10500
São Paulo,500,7,4,3,0,1,1,0,11904961,14000
São Paulo,138,2,3,2,9,1,1,2082,11904961,2180
São Paulo,85,3,1,1,0,1,0,0,11904961,1650
Porto Alegre,104,3,2,1,2,1,0,1080,1388794,3400
São Paulo,200,3,4,3,8,1,0,1400,11904961,7080
Porto Alegre,50,1,1,1,4,1,0,420,1388794,1190
Belo Horizonte,88,3,1,1,2,1,0,180,2415872,1359
Rio de Janeiro,90,2,2,1,9,1,1,1105,6730729,2250
São Paulo,225,2,2,3,0,1,0,0,11904961,4800
Porto Alegre,180,3,3,1,12,1,0,1500,1388794,2000
Belo Horizonte,784,5,6,8,0,1,1,0,2415872,12000
São Paulo,92,3,3,1,3,1,1,750,11904961,4250
São Paulo,170,3,3,3,7,1,0,2450,11904961,3000
Rio de Janeiro,400,3,4,2,12,1,0,3800,6730729,15000
Rio de Janeiro,40,1,1,0,2,1,1,450,6730729,2950
São Paulo,85,2,2,0,5,1,0,700,11904961,2600
São Paulo,40,1,1,1,13,0,1,1440,11904961,1890
São Paulo,280,4,6,3,8,1,0,4500,11904961,4800
Rio de Janeiro,98,3,2,0,13,1,0,1040,6730729,3390
São Paulo,70,2,1,0,0,0,0,0,11904961,1300
São Paulo,660,4,6,4,0,1,0,500,11904961,6000
Belo Horizonte,449,5,7,4,0,1,0,0,2415872,15000
São Paulo,306,4,3,4,12,0,0,3441,11904961,5330
São Paulo,150,3,2,2,0,1,0,0,11904961,2500
São Paulo,80,3,2,2,19,1,0,490,11904961,2500
Porto Alegre,82,3,2,1,3,1,0,690,1388794,1780
São Paulo,119,3,3,1,4,0,1,1500,11904961,3370
São Paulo,113,1,1,2,9,1,1,650,11904961,6400
Porto Alegre,46,2,1,0,1,1,0,177,1388794,807
São Paulo,138,3,1,0,0,1,0,0,11904961,3500
São Paulo,75,2,3,2,5,1,0,499,11904961,2400
São Paulo,98,3,2,1,5,1,1,1520,11904961,2400
Belo Horizonte,202,3,2,2,0,0,0,0,2415872,3000
Campinas,326,3,3,4,0,1,0,870,1187974,4200
São Paulo,49,2,1,1,17,0,1,230,11904961,1625
São Paulo,52,1,1,1,11,1,0,730,11904961,2500
Belo Horizonte,258,4,4,3,1,1,0,1000,2415872,3500
São Paulo,80,3,1,1,7,1,0,978,11904961,2400
São Paulo,100,3,3,0,5,1,0,820,11904961,6330
Porto Alegre,87,2,1,0,4,1,1,450,1388794,2200
Porto Alegre,42,2,1,0,0,1,0,0,1388794,858
Rio de Janeiro,82,4,3,1,10,1,0,920,6730729,4800
São Paulo,200,2,1,1,0,1,0,0,11904961,2450
São Paulo,60,2,1,0,1,1,0,150,11904961,3040
São Paulo,250,3,4,4,2,0,1,3200,11904961,10000
Rio de Janeiro,60,1,1,1,15,1,1,2000,6730729,3900
São Paulo,70,2,2,1,2,1,0,665,11904961,2000
São Paulo,79,2,2,1,3,1,1,1300,11904961,3594
São Paulo,220,3,4,2,0,1,0,0,11904961,4800
Porto Alegre,38,1,1,0,11,0,0,240,1388794,1150
São Paulo,310,5,4,5,3,1,0,4364,11904961,2700
São Paulo,87,2,2,2,12,1,0,650,11904961,3300
São Paulo,236,4,5,7,4,1,1,3000,11904961,10800
São Paulo,113,2,3,2,10,1,0,1400,11904961,13500
São Paulo,45,2,1,0,2,0,0,350,11904961,1500
São Paulo,144,4,2,0,0,0,0,0,11904961,3200
Rio de Janeiro,24,1,1,0,10,1,0,587,6730729,1412
Porto Alegre,94,3,2,1,7,1,0,988,1388794,3200
Porto Alegre,27,1,1,0,2,0,1,300,1388794,1400
São Paulo,210,3,4,3,5,1,1,4100,11904961,9945
Belo Horizonte,180,3,2,2,0,1,0,0,2415872,2000
Porto Alegre,25,1,1,0,4,1,0,200,1388794,915
Belo Horizonte,100,3,1,2,2,1,0,300,2415872,1400
São Paulo,180,3,1,1,18,1,0,1800,11904961,9000
São Paulo,352,4,4,4,0,0,1,0,11904961,8600
São Paulo,360,3,5,5,3,1,1,4980,11904961,9000
São Paulo,33,1,1,0,18,1,1,350,11904961,1300
Rio de Janeiro,125,4,2,2,1,0,0,1676,6730729,4500
São Paulo,360,4,5,5,0,1,1,0,11904961,9600
São Paulo,416,3,5,4,15,1,0,5300,11904961,10000
São Paulo,400,3,4,5,0,1,1,0,11904961,9500
São Paulo,43,2,1,1,0,1,0,280,11904961,1900
Rio de Janeiro,180,4,2,1,2,1,1,1955,6730729,6000
São Paulo,100,3,1,0,1,1,0,500,11904961,2630
São Paulo,31,1,1,1,3,0,1,2000,11904961,1990
Rio de Janeiro,60,1,1,1,12,0,1,1862,6730729,2400
São Paulo,165,3,4,3,7,1,0,2460,11904961,3500
Rio de Janeiro,250,5,2,5,0,1,0,0,6730729,4675
São Paulo,190,3,3,2,10,1,0,2700,11904961,4000
São Paulo,276,3,3,0,14,0,1,2308,11904961,12000
Rio de Janeiro,140,3,2,2,3,1,0,1900,6730729,5500
Porto Alegre,70,1,1,1,8,0,1,650,1388794,1050
São Paulo,300,4,7,3,0,0,1,0,11904961,7000
São Paulo,70,2,1,0,5,1,0,285,11904961,2197
Campinas,85,2,2,1,3,1,0,810,1187974,1100
Rio de Janeiro,75,2,1,0,0,0,0,0,6730729,2000
Rio de Janeiro,120,3,1,0,3,0,1,1250,6730729,3300
Rio de Janeiro,92,2,2,0,2,1,1,700,6730729,3000
Rio de Janeiro,98,2,1,0,11,1,0,701,6730729,2186
São Paulo,118,3,2,2,4,1,0,1520,11904961,8950
Rio de Janeiro,75,3,1,0,3,1,0,545,6730729,1800
Porto Alegre,75,2,2,1,2,1,0,396,1388794,2000
São Paulo,315,4,5,5,20,0,0,2500,11904961,4000
São Paulo,55,2,1,1,2,1,0,280,11904961,1000
